;stop_id;stop_code;stop_name;stop_lat;stop_lon;zone_id;location_type
420;395;NA;Larratxo;43.31203468;-1.939111217;1;0
421;153;NA;Mons 36;43.31650109;-1.955767919;1;0
422;275;NA;Portuene 2;43.31064565;-1.99877915;1;0
423;154;NA;Zarategi 80;43.31594852;-1.954420883;1;0
424;276;NA;Jauregia/Palacio;43.31080857;-1.998875121;1;0
425;155;NA;Txara I;43.31404383;-1.956858169;1;0
426;277;NA;Unibertsitatea Tol.70 I;43.30791227;-2.009575947;1;0
427;156;NA;Gipuzkoa  Plaza;43.32148271;-1.981976397;1;0
428;278;NA;Tolosa 112;43.30501632;-2.006861137;1;0
429;157;NA;Askatasuna 7;43.32010051;-1.980457895;1;0
430;399;NA;Barcelona 35;43.31104753;-1.972014671;1;0
431;158;NA;Elosegi 102;43.32116544;-1.944983107;1;0
432;279;NA;Infierno;43.29888658;-2.00092002;1;0
433;159;NA;Elosegi 283;43.32134607;-1.945041645;1;0
434;50;NA;Tolosa 138;43.30233648;-2.004155383;1;0
435;51;NA;Zarautz 90;43.30526959;-2.004921257;1;0
436;52;NA;Resurrección Mª de Azkue 32;43.30825605;-2.007683834;1;0
437;53;NA;R.M. Azkue;43.31058979;-2.007867817;1;0
438;54;NA;Benta Berri;43.31231927;-2.004830897;1;0
439;55;NA;Matia;43.31422754;-2.001655231;1;0
440;56;NA;Boulevard 15;43.32222709;-1.983665931;1;0
441;57;NA;Iparragirre 8;43.32238822;-1.975486391;1;0
442;58;NA;Zubiaurre 64;43.32004026;-1.953845075;1;0
443;59;NA;Anbulatorioa Txomin Enea;43.30505481;-1.962510906;1;0
444;160;NA;Juan XXIII 2;43.3222368;-1.942041627;1;0
445;281;NA;Ibaeta - Tolosa;43.30376648;-2.007066425;1;0
446;161;NA;Juan XXIII;43.32203122;-1.942205524;1;0
447;162;NA;Bidebietako Anbulatorioa;43.32334642;-1.940320375;1;0
448;163;NA;Julio Urkixo 38;43.32367431;-1.941696011;1;0
449;284;NA;Barcelona 15;43.30917379;-1.971922949;1;0
450;164;NA;Serapio Mujika 29;43.32308989;-1.945689796;1;0
451;286;NA;Matigotxotegi;43.31839081;-1.963554233;1;0
452;165;NA;Ategorrieta 65;43.32193481;-1.962149683;1;0
453;166;NA;Ategorrieta 41;43.32214263;-1.9672027;1;0
454;287;NA;Errekalde II;43.27776896;-2.009991095;1;0
455;288;NA;Virgen  Carmen 3;43.31654961;-1.972057566;1;0
456;167;NA;Satrustegi;43.31562303;-2.001632383;1;0
457;168;NA;Satrustegi II;43.31669759;-2.005080072;1;0
458;289;NA;Igeldo 25;43.31482685;-2.007404271;1;0
459;169;NA;Funikularea;43.31913058;-2.006322947;1;0
460;60;NA;Nafarroa 34;43.32383666;-1.968333339;1;0
461;61;NA;Arbós Musikaria/M. Arbós Z.10;43.32126185;-1.965392355;1;0
462;62;NA;Arbós Musikaria/Maestro Arbós;43.32120404;-1.964974018;1;0
463;63;NA;Renfe / Zubiaurre 27;43.32025017;-1.961068421;1;0
464;64;NA;Renfe Ategorrieta;43.32031547;-1.960327347;1;0
465;65;NA;Zarategi 8;43.31852438;-1.958434046;1;0
466;66;NA;Gaztelu;43.31835177;-1.956291176;1;0
467;67;NA;Lafont;43.31762565;-1.953689191;1;0
468;68;NA;Basotxiki;43.31716361;-1.95141569;1;0
469;69;NA;Julimasene;43.31737593;-1.947083475;1;0
470;290;NA;Molinao bidea 64;43.3132704;-1.922960435;1;0
471;170;NA;La Sirena;43.31463157;-2.00772807;1;0
472;291;NA;Londaitz;43.31402207;-1.989536804;1;0
473;171;NA;Igeldo 81;43.31470803;-2.01240049;1;0
474;292;NA;La Cumbre;43.31061741;-1.990444036;1;0
475;172;NA;Kristobal Balenziaga 2;43.31844382;-2.016458976;1;0
476;293;NA;Munto Alde;43.3082557;-1.992197034;1;0
477;173;NA;Tximistarri;43.31831393;-2.02021009;1;0
478;294;NA;Munto;43.30704603;-1.992870512;1;0
479;174;NA;Kristobal Balenziaga 42;43.31587269;-2.023245946;1;0
480;295;NA;Aiteko Jauregia/Palacio Aiete;43.30438533;-1.992371944;1;0
481;175;NA;Amezti 2;43.31430543;-2.027414431;1;0
482;296;NA;Bera Bera-Etxadi;43.3027384;-1.991449804;1;0
483;176;NA;Kamio CB.74;43.31253683;-2.030155486;1;0
484;298;NA;Miraconcha;43.31433475;-1.992318538;1;0
485;177;NA;Kristobal Balenziaga 96;43.31022802;-2.033977716;1;0
486;299;NA;Miramar jauregi/Palacio Mirama;43.31429667;-1.996178921;1;0
487;178;NA;Igeldo Herria;43.30849644;-2.037926183;1;0
488;179;NA;Meteorologikoa PO.44;43.30629852;-2.041043318;1;0
489;70;NA;Zubiaurre 117;43.31844437;-1.948705221;1;0
490;71;NA;Zubiaurre 70;43.31977256;-1.951161166;1;0
491;72;NA;Zabaltoki;43.32010644;-1.954189253;1;0
492;73;NA;Zubiaurre 39;43.32022933;-1.957788285;1;0
493;74;NA;Ategorrieta 31;43.32221278;-1.967990829;1;0
494;75;NA;Galtzara Nagusia/ Gran Vía 21;43.32376279;-1.973132278;1;0
495;76;NA;Colón 17;43.32316662;-1.976940968;1;0
496;77;NA;Askatasuna/Libertad 6;43.32050004;-1.979822245;1;0
497;78;NA;Elosegi 22;43.32154715;-1.95714911;1;0
498;79;NA;Boulevard 13;43.32231493;-1.983417805;1;0
499;180;NA;Camping;43.3053369;-2.045571098;1;0
500;181;NA;Meteorologikoa PO.47;43.30626944;-2.040797178;1;0
501;182;NA;Igeldo Herria CB.105;43.30895398;-2.035588518;1;0
502;183;NA;Kristobal Balenziaga 93;43.31020008;-2.033867183;1;0
503;184;NA;Kamio;43.31234974;-2.030392752;1;0
504;185;NA;Amezti;43.31428637;-2.02729142;1;0
505;186;NA;Kristobal Balenziaga 42 II;43.31564866;-2.023372853;1;0
506;187;NA;Tximistarri CB.23;43.31825896;-2.020099983;1;0
507;188;NA;Kristobal Balenziaga I;43.31793805;-2.016282152;1;0
508;189;NA;Igeldo 57;43.3142925;-2.01224691;1;0
509;80;NA;Askatasuna/ Libertad 15;43.31984492;-1.9810788;1;0
510;81;NA;Epaitegiak/Juzgados;43.31978529;-1.974407867;1;0
511;82;NA;Tabakalera;43.31730509;-1.974967533;1;0
512;83;NA;Egia 24;43.31633698;-1.972443439;1;0
513;84;NA;Ametzagaina 14;43.31637492;-1.970654675;1;0
514;85;NA;María Reina;43.31758377;-1.967908864;1;0
515;86;NA;Polloe A.58;43.31814237;-1.965950913;1;0
516;87;NA;Tolaregoia;43.31560802;-1.964501751;1;0
517;88;NA;Beharko;43.31371007;-1.960748255;1;0
518;89;NA;Galizia 18;43.31379499;-1.958206545;1;0
519;190;NA;Iruña;43.31443479;-2.00477171;1;0
520;191;NA;Zuatzu-Ulía;43.29762021;-2.007499311;1;0
521;192;NA;G.Vía-G.Nagusia 27;43.32348038;-1.972767036;1;0
522;193;NA;Estaciones Renfe Bus Geltokiak;43.31796285;-1.977028288;1;0
523;194;NA;Bilbo/Bilbao;43.31720514;-1.979902039;1;0
524;195;NA;Ehunurteurrena/Centenario;43.3126262;-1.980385565;1;0
525;198;NA;Madrid 10;43.30474536;-1.977139007;1;0
526;199;NA;Anoeta;43.30279193;-1.975186768;1;0
527;90;NA;Galizia 28;43.3125015;-1.955589785;1;0
528;91;NA;Bustintxulo;43.31113311;-1.952666151;1;0
529;92;NA;Baratzategi 21;43.31262591;-1.952455547;1;0
530;93;NA;Txara II;43.31403427;-1.955810162;1;0
531;94;NA;Elosegi 43;43.32166093;-1.956789507;1;0
532;95;NA;Mons 77;43.31653913;-1.955989242;1;0
533;96;NA;Dbus Kotxerak;43.31847441;-1.961850952;1;0
534;97;NA;Virgen del Carmen 65;43.31890453;-1.966591604;1;0
535;98;NA;Virgen Carmen 43;43.317908;-1.968914617;1;0
536;99;NA;Egia 17;43.31623462;-1.972075208;1;0
