Estacion;Fecha;Hora;Carril 1 ligeros ;Carril 1 pesados;Carril 2 ligeros ;Carril 2 pesados;Carril 3 ligeros ;Carril 3 pesados;Carril 4 ligeros ;Carril 4 pesados;Carril 5 ligeros ;Carril 5 pesados;Carril 6 ligeros ;Carril 6 pesados
00001 ; 13/12/2021 ; 01:00 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00011 ; 00000 ; 00009 ; 00001 ; 00000 ; 00000
00001 ; 13/12/2021 ; 02:00 ; 00008 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00008 ; 00000 ; 00008 ; 00000 ; 00000 ; 00000
00001 ; 13/12/2021 ; 03:00 ; 00006 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00003 ; 00001 ; 00002 ; 00000 ; 00000 ; 00000
00001 ; 13/12/2021 ; 04:00 ; 00015 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00005 ; 00001 ; 00003 ; 00001 ; 00000 ; 00000
00001 ; 13/12/2021 ; 05:00 ; 00025 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00009 ; 00002 ; 00011 ; 00001 ; 00000 ; 00000
00001 ; 13/12/2021 ; 06:00 ; 00124 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00050 ; 00001 ; 00054 ; 00004 ; 00000 ; 00000
00001 ; 13/12/2021 ; 07:00 ; 00192 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00110 ; 00011 ; 00119 ; 00002 ; 00000 ; 00000
00001 ; 13/12/2021 ; 08:00 ; 00601 ; 00052 ; 00000 ; 00000 ; 00000 ; 00000 ; 00338 ; 00028 ; 00467 ; 00025 ; 00000 ; 00000
00001 ; 13/12/2021 ; 09:00 ; 00706 ; 00063 ; 00000 ; 00000 ; 00000 ; 00000 ; 00419 ; 00036 ; 00458 ; 00028 ; 00000 ; 00000
00001 ; 13/12/2021 ; 10:00 ; 00659 ; 00073 ; 00000 ; 00000 ; 00000 ; 00000 ; 00364 ; 00042 ; 00296 ; 00027 ; 00000 ; 00000
00001 ; 13/12/2021 ; 11:00 ; 00683 ; 00065 ; 00000 ; 00000 ; 00000 ; 00000 ; 00348 ; 00034 ; 00232 ; 00028 ; 00000 ; 00000
00001 ; 13/12/2021 ; 12:00 ; 00720 ; 00062 ; 00000 ; 00000 ; 00000 ; 00000 ; 00412 ; 00032 ; 00214 ; 00032 ; 00000 ; 00000
00001 ; 13/12/2021 ; 13:00 ; 00721 ; 00056 ; 00000 ; 00000 ; 00000 ; 00000 ; 00427 ; 00028 ; 00253 ; 00024 ; 00000 ; 00000
00001 ; 13/12/2021 ; 14:00 ; 00790 ; 00054 ; 00000 ; 00000 ; 00000 ; 00000 ; 00472 ; 00027 ; 00265 ; 00021 ; 00000 ; 00000
00001 ; 13/12/2021 ; 15:00 ; 00789 ; 00047 ; 00000 ; 00000 ; 00000 ; 00000 ; 00439 ; 00025 ; 00292 ; 00029 ; 00000 ; 00000
00001 ; 13/12/2021 ; 16:00 ; 00798 ; 00053 ; 00000 ; 00000 ; 00000 ; 00000 ; 00405 ; 00029 ; 00250 ; 00020 ; 00000 ; 00000
00001 ; 13/12/2021 ; 17:00 ; 00911 ; 00070 ; 00000 ; 00000 ; 00000 ; 00000 ; 00466 ; 00033 ; 00265 ; 00023 ; 00000 ; 00000
00001 ; 13/12/2021 ; 18:00 ; 01044 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000 ; 00591 ; 00022 ; 00273 ; 00020 ; 00000 ; 00000
00001 ; 13/12/2021 ; 19:00 ; 01006 ; 00034 ; 00000 ; 00000 ; 00000 ; 00000 ; 00587 ; 00016 ; 00238 ; 00009 ; 00000 ; 00000
00001 ; 13/12/2021 ; 20:00 ; 00625 ; 00023 ; 00000 ; 00000 ; 00000 ; 00000 ; 00380 ; 00011 ; 00158 ; 00011 ; 00000 ; 00000
00001 ; 13/12/2021 ; 21:00 ; 00426 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00287 ; 00006 ; 00105 ; 00010 ; 00000 ; 00000
00001 ; 13/12/2021 ; 22:00 ; 00247 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00129 ; 00006 ; 00090 ; 00006 ; 00000 ; 00000
00001 ; 13/12/2021 ; 23:00 ; 00145 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00089 ; 00005 ; 00033 ; 00005 ; 00000 ; 00000
00001 ; 13/12/2021 ; 24:00 ; 00043 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00016 ; 00002 ; 00009 ; 00000 ; 00000 ; 00000
00001 ; 14/12/2021 ; 01:00 ; 00026 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00012 ; 00000 ; 00002 ; 00000 ; 00000 ; 00000
00001 ; 14/12/2021 ; 02:00 ; 00008 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00003 ; 00000 ; 00002 ; 00000 ; 00000 ; 00000
00001 ; 14/12/2021 ; 03:00 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00003 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00001 ; 14/12/2021 ; 04:00 ; 00011 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00007 ; 00002 ; 00002 ; 00000 ; 00000 ; 00000
00001 ; 14/12/2021 ; 05:00 ; 00024 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00006 ; 00001 ; 00010 ; 00000 ; 00000 ; 00000
00001 ; 14/12/2021 ; 06:00 ; 00115 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00047 ; 00005 ; 00055 ; 00003 ; 00000 ; 00000
00001 ; 14/12/2021 ; 07:00 ; 00214 ; 00023 ; 00000 ; 00000 ; 00000 ; 00000 ; 00104 ; 00007 ; 00119 ; 00006 ; 00000 ; 00000
00001 ; 14/12/2021 ; 08:00 ; 00627 ; 00039 ; 00000 ; 00000 ; 00000 ; 00000 ; 00364 ; 00027 ; 00433 ; 00015 ; 00000 ; 00000
00001 ; 14/12/2021 ; 09:00 ; 00685 ; 00066 ; 00000 ; 00000 ; 00000 ; 00000 ; 00408 ; 00039 ; 00445 ; 00021 ; 00000 ; 00000
00001 ; 14/12/2021 ; 10:00 ; 00694 ; 00084 ; 00000 ; 00000 ; 00000 ; 00000 ; 00325 ; 00038 ; 00283 ; 00026 ; 00000 ; 00000
00001 ; 14/12/2021 ; 11:00 ; 00657 ; 00070 ; 00000 ; 00000 ; 00000 ; 00000 ; 00346 ; 00045 ; 00241 ; 00026 ; 00000 ; 00000
00001 ; 14/12/2021 ; 12:00 ; 00723 ; 00054 ; 00000 ; 00000 ; 00000 ; 00000 ; 00392 ; 00041 ; 00218 ; 00023 ; 00000 ; 00000
00001 ; 14/12/2021 ; 13:00 ; 00669 ; 00056 ; 00000 ; 00000 ; 00000 ; 00000 ; 00406 ; 00026 ; 00238 ; 00027 ; 00000 ; 00000
00001 ; 14/12/2021 ; 14:00 ; 00800 ; 00048 ; 00000 ; 00000 ; 00000 ; 00000 ; 00496 ; 00024 ; 00262 ; 00022 ; 00000 ; 00000
00001 ; 14/12/2021 ; 15:00 ; 00825 ; 00058 ; 00000 ; 00000 ; 00000 ; 00000 ; 00462 ; 00031 ; 00274 ; 00024 ; 00000 ; 00000
00001 ; 14/12/2021 ; 16:00 ; 00847 ; 00044 ; 00000 ; 00000 ; 00000 ; 00000 ; 00428 ; 00024 ; 00236 ; 00011 ; 00000 ; 00000
00001 ; 14/12/2021 ; 17:00 ; 00908 ; 00047 ; 00000 ; 00000 ; 00000 ; 00000 ; 00487 ; 00028 ; 00280 ; 00015 ; 00000 ; 00000
00001 ; 14/12/2021 ; 18:00 ; 01028 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000 ; 00623 ; 00021 ; 00318 ; 00015 ; 00000 ; 00000
00001 ; 14/12/2021 ; 19:00 ; 00994 ; 00038 ; 00000 ; 00000 ; 00000 ; 00000 ; 00578 ; 00019 ; 00256 ; 00008 ; 00000 ; 00000
00001 ; 14/12/2021 ; 20:00 ; 00657 ; 00020 ; 00000 ; 00000 ; 00000 ; 00000 ; 00407 ; 00012 ; 00147 ; 00008 ; 00000 ; 00000
00001 ; 14/12/2021 ; 21:00 ; 00454 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00266 ; 00006 ; 00120 ; 00006 ; 00000 ; 00000
00001 ; 14/12/2021 ; 22:00 ; 00265 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00148 ; 00010 ; 00088 ; 00006 ; 00000 ; 00000
00001 ; 14/12/2021 ; 23:00 ; 00165 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00095 ; 00004 ; 00046 ; 00004 ; 00000 ; 00000
00001 ; 14/12/2021 ; 24:00 ; 00078 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00056 ; 00012 ; 00012 ; 00002 ; 00000 ; 00000
00001 ; 15/12/2021 ; 01:00 ; 00043 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00021 ; 00002 ; 00006 ; 00000 ; 00000 ; 00000
00001 ; 15/12/2021 ; 02:00 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00009 ; 00000 ; 00003 ; 00001 ; 00000 ; 00000
00001 ; 15/12/2021 ; 03:00 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00005 ; 00001 ; 00004 ; 00000 ; 00000 ; 00000
00001 ; 15/12/2021 ; 04:00 ; 00010 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00010 ; 00000 ; 00001 ; 00000 ; 00000 ; 00000
00001 ; 15/12/2021 ; 05:00 ; 00028 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00000 ; 00010 ; 00001 ; 00000 ; 00000
00001 ; 15/12/2021 ; 06:00 ; 00108 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00050 ; 00005 ; 00050 ; 00003 ; 00000 ; 00000
00001 ; 15/12/2021 ; 07:00 ; 00227 ; 00024 ; 00000 ; 00000 ; 00000 ; 00000 ; 00109 ; 00010 ; 00118 ; 00004 ; 00000 ; 00000
00001 ; 15/12/2021 ; 08:00 ; 00643 ; 00033 ; 00000 ; 00000 ; 00000 ; 00000 ; 00365 ; 00029 ; 00456 ; 00015 ; 00000 ; 00000
00001 ; 15/12/2021 ; 09:00 ; 00700 ; 00069 ; 00000 ; 00000 ; 00000 ; 00000 ; 00388 ; 00029 ; 00436 ; 00040 ; 00000 ; 00000
00001 ; 15/12/2021 ; 10:00 ; 00668 ; 00073 ; 00000 ; 00000 ; 00000 ; 00000 ; 00310 ; 00042 ; 00257 ; 00021 ; 00000 ; 00000
00001 ; 15/12/2021 ; 11:00 ; 00673 ; 00078 ; 00000 ; 00000 ; 00000 ; 00000 ; 00344 ; 00029 ; 00248 ; 00028 ; 00000 ; 00000
00001 ; 15/12/2021 ; 12:00 ; 00656 ; 00043 ; 00000 ; 00000 ; 00000 ; 00000 ; 00409 ; 00030 ; 00250 ; 00024 ; 00000 ; 00000
00001 ; 15/12/2021 ; 13:00 ; 00722 ; 00072 ; 00000 ; 00000 ; 00000 ; 00000 ; 00427 ; 00036 ; 00209 ; 00019 ; 00000 ; 00000
00001 ; 15/12/2021 ; 14:00 ; 00809 ; 00055 ; 00000 ; 00000 ; 00000 ; 00000 ; 00486 ; 00021 ; 00272 ; 00017 ; 00000 ; 00000
00001 ; 15/12/2021 ; 15:00 ; 00844 ; 00044 ; 00000 ; 00000 ; 00000 ; 00000 ; 00447 ; 00028 ; 00292 ; 00024 ; 00000 ; 00000
00001 ; 15/12/2021 ; 16:00 ; 00854 ; 00060 ; 00000 ; 00000 ; 00000 ; 00000 ; 00426 ; 00031 ; 00254 ; 00024 ; 00000 ; 00000
00001 ; 15/12/2021 ; 17:00 ; 00947 ; 00069 ; 00000 ; 00000 ; 00000 ; 00000 ; 00525 ; 00037 ; 00271 ; 00019 ; 00000 ; 00000
00001 ; 15/12/2021 ; 18:00 ; 01115 ; 00048 ; 00000 ; 00000 ; 00000 ; 00000 ; 00576 ; 00027 ; 00313 ; 00018 ; 00000 ; 00000
00001 ; 15/12/2021 ; 19:00 ; 01007 ; 00058 ; 00000 ; 00000 ; 00000 ; 00000 ; 00595 ; 00024 ; 00230 ; 00013 ; 00000 ; 00000
00001 ; 15/12/2021 ; 20:00 ; 00667 ; 00027 ; 00000 ; 00000 ; 00000 ; 00000 ; 00431 ; 00014 ; 00141 ; 00008 ; 00000 ; 00000
00001 ; 15/12/2021 ; 21:00 ; 00475 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00229 ; 00010 ; 00088 ; 00008 ; 00000 ; 00000
00001 ; 15/12/2021 ; 22:00 ; 00283 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00135 ; 00008 ; 00091 ; 00004 ; 00000 ; 00000
00001 ; 15/12/2021 ; 23:00 ; 00166 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00094 ; 00004 ; 00052 ; 00003 ; 00000 ; 00000
